TagName,UpVotes,Month
"jquery","15477","1349"
"android","15438","1336"
"javascript","15432","1323"
"iphone","15407","1334"
"javascript","15406","1308"
"python","15386","1347"
"php","15380","1323"
"jquery","15367","1333"
"javascript","15300","1322"
"python","15288","1337"
".net","15219","1320"
"programming-languages","15177","1320"
"python","15153","1317"
"android","15129","1342"
"python","15120","1312"
"c++","15108","1307"
"javascript","15086","1309"
"c++","15039","1308"
".net","15037","1317"
".net","15028","1307"
"python","14990","1322"
"android","14978","1339"
"javascript","14978","1318"
"android","14925","1338"
"php","14920","1318"
"php","14803","1315"
"python","14671","1314"
"python","14653","1327"
"python","14630","1308"
".net","14614","1334"
"android","14562","1346"
"jquery","14541","1330"
"python","14539","1330"
"python","14505","1319"
".net","14503","1321"
"python","14480","1333"
".net","14418","1316"
"python","14397","1310"
"javascript","14356","1321"
"python","14353","1335"
"python","14307","1309"
"php","14193","1314"
"python","14186","1323"
"python","14101","1329"
"iphone","14072","1332"
".net","14044","1336"
"html","14008","1318"
".net","14003","1327"
"python","13994","1349"
"android","13909","1344"
"polls","13860","1320"
"android","13826","1340"
"python","13777","1342"
"python","13695","1321"
"python","13670","1315"
"android","13656","1341"
".net","13651","1337"
"php","13589","1317"
"android","13563","1345"
".net","13561","1333"
"android","13529","1343"
"javascript","13501","1317"
".net","13438","1332"
"c","13415","1304"
"android","13409","1331"
"jquery","13398","1331"
"php","13380","1316"
"iphone","13333","1335"
"c","13318","1317"
"python","13251","1328"
"c","13246","1332"
"iphone","13226","1333"
"iphone","13215","1336"
"python","13116","1311"
"iphone","13105","1329"
"c","13009","1318"
".net","12995","1324"
".net","12989","1318"
"python","12980","1341"
"jquery","12941","1329"
".net","12905","1323"
"php","12868","1304"
".net","12840","1326"
"jquery","12782","1327"
"java","12773","1307"
"python","12766","1325"
"javascript","12762","1310"
"jquery","12752","1315"
"python","12671","1316"
"jquery","12658","1326"
"jquery","12636","1322"
"javascript","12583","1316"
"iphone","12501","1326"
"jquery","12499","1321"
"python","12491","1343"
".net","12477","1328"
"python","12459","1340"
"python","12457","1331"
"html","12453","1304"
"python","12439","1324"
"iphone","12426","1339"
"jquery","12409","1328"
"c","12399","1327"
"c","12357","1337"
"android","12332","1330"
"android","12328","1347"
".net","12327","1319"
"c","12321","1341"
"iphone","12320","1337"
".net","12306","1335"
".net","12269","1330"
"sql","12268","1304"
"c","12239","1342"
".net","12238","1303"
"javascript","12214","1307"
"c","12176","1329"
".net","12172","1325"
".net","12158","1338"
"c","12126","1326"
"c","12060","1347"
"polls","12052","1304"
"jquery","11976","1324"
"c","11976","1330"
"c","11970","1328"
"php","11910","1313"
"c","11897","1320"
"android","11839","1348"
"javascript","11834","1311"
"jquery","11812","1320"
"c","11779","1346"
"jquery","11764","1312"
"c","11675","1339"
"c","11625","1344"
"c","11600","1322"
"c","11593","1334"
"iphone","11581","1327"
"iphone","11556","1330"
"c","11492","1331"
"c","11446","1323"
"jquery","11431","1314"
".net","11402","1331"
"iphone","11375","1338"
"c","11358","1319"
"c","11316","1324"
"c","11308","1340"
"html","11307","1334"
"c","11292","1335"
"jquery","11288","1323"
"python","11168","1306"
"iphone","11158","1320"
"jquery","11157","1325"
"jquery","11141","1313"
"c","11103","1343"
"c","11080","1325"
"c","11069","1348"
"c","11064","1321"
"iphone","11029","1331"
".net","11001","1329"
"android","10974","1327"
"iphone","10955","1322"
"iphone","10942","1328"
"regex","10842","1318"
"html","10838","1336"
"php","10814","1305"
"html","10704","1339"
"iphone","10685","1341"
".net","10682","1339"
"html","10675","1348"
"c","10656","1345"
"iphone","10601","1325"
"jquery","10564","1305"
".net","10544","1344"
"c","10528","1305"
"iphone","10508","1324"
"html","10486","1337"
"php","10481","1312"
"iphone","10443","1314"
"asp.net","10440","1304"
"html","10392","1338"
"jquery","10335","1319"
"c","10332","1336"
"objective-c","10265","1336"
"objective-c","10262","1338"
"objective-c","10223","1339"
"sql","10157","1346"
"iphone","10122","1323"
".net","10094","1340"
"c","10090","1333"
"sql-server","10066","1304"
"html","10040","1344"
"objective-c","10021","1337"
"c","10017","1338"
"iphone","10011","1340"
"iphone","9967","1342"
"jquery","9957","1316"
"html","9955","1335"
"html","9916","1347"
"python","9910","1307"
"c","9874","1310"
"asp.net","9865","1314"
"jquery","9863","1317"
".net","9858","1342"
"html","9826","1342"
"iphone","9789","1321"
"html","9768","1345"
"asp.net","9724","1334"
".net","9702","1346"
"html","9690","1346"
"mysql","9676","1346"
"iphone","9669","1312"
"iphone","9662","1315"
"css","9656","1339"
"asp.net","9594","1310"
"html","9591","1332"
"jquery","9582","1309"
"objective-c","9577","1335"
"android","9533","1325"
"objective-c","9528","1334"
"android","9523","1328"
"iphone","9517","1317"
"android","9505","1349"
"android","9499","1323"
"mysql","9475","1347"
"mysql","9431","1339"
"mysql","9429","1348"
"mysql","9428","1334"
"html","9422","1349"
"mysql","9359","1337"
"ios","9353","1341"
"ios","9335","1347"
"jquery","9333","1318"
"c","9323","1313"
"php","9318","1310"
"mysql","9313","1342"
"c","9304","1349"
"android","9280","1329"
"sql","9256","1337"
"books","9252","1304"
"ios","9214","1342"
"sql","9206","1334"
"php","9190","1311"
"ruby","9184","1304"
"mysql","9180","1336"
"android","9163","1326"
"iphone","9161","1318"
"sql","9158","1305"
"c","9149","1311"
"windows","9146","1304"
"mysql","9119","1344"
"sql","9113","1338"
"html","9113","1313"
".net","9098","1341"
"html","9092","1340"
"objective-c","9085","1341"
"sql","9083","1348"
"ios","9081","1346"
"mysql","9062","1338"
"sql","9043","1336"
"jquery","9033","1308"
"sql","9012","1339"
"html","9004","1343"
"objective-c","9003","1342"
"html","8991","1330"
"ruby-on-rails","8988","1334"
"sql","8938","1345"
"mysql","8935","1335"
"android","8894","1324"
"ios","8891","1344"
"ios","8885","1345"
"sql","8881","1347"
"asp.net","8851","1336"
"iphone","8818","1316"
".net","8808","1345"
"android","8798","1320"
"coding-style","8772","1305"
"fun","8760","1305"
"css","8726","1334"
"svn","8721","1304"
"mysql","8689","1345"
"c","8657","1316"
"css","8655","1345"
"asp.net","8640","1309"
"iphone","8635","1344"
"asp.net","8604","1312"
"iphone","8593","1343"
"html","8582","1341"
"css","8566","1335"
"css","8566","1337"
"objective-c","8543","1332"
"visual-studio","8537","1304"
"html","8533","1333"
"sql","8522","1317"
"php","8521","1309"
"sql","8513","1342"
"ruby-on-rails","8503","1333"
"android","8493","1321"
"asp.net","8490","1315"
"asp.net","8474","1311"
"sql","8455","1344"
"asp.net","8449","1335"
"iphone","8442","1319"
"objective-c","8425","1344"
"ios","8422","1348"
"php","8406","1308"
"objective-c","8373","1340"
"mysql","8365","1343"
".net","8348","1343"
"iphone","8343","1313"
"sql","8335","1316"
"language-agnostic","8326","1305"
"sql","8288","1332"
"ios","8264","1339"
"javascript","8255","1306"
"asp.net","8246","1337"
"sql","8240","1308"
"sql","8234","1314"
"css","8232","1338"
"objective-c","8218","1343"
"objective-c","8204","1347"
"ruby-on-rails","8185","1332"
"css","8170","1348"
"ruby-on-rails","8145","1336"
"version-control","8133","1304"
"html","8123","1314"
"ios","8107","1343"
"html","8097","1326"
"c","8091","1315"
"database","8088","1304"
"c","8079","1314"
"objective-c","8078","1345"
"css","8074","1336"
"objective-c","8073","1333"
"asp.net","8069","1332"
"sql","8046","1343"
"html","7996","1331"
"sql","7973","1335"
"sql","7934","1326"
"sql","7900","1340"
"mysql","7895","1341"
"html","7889","1329"
"android","7872","1322"
"asp.net","7867","1313"
"asp.net","7829","1338"
"mysql","7824","1332"
"asp.net","7802","1320"
"asp.net","7796","1333"
"asp.net","7789","1308"
"css","7786","1344"
"asp.net","7775","1305"
"sql","7763","1319"
"sql","7730","1328"
"mysql","7727","1340"
"css","7723","1346"
"css","7712","1304"
"mysql","7703","1349"
"sql","7683","1329"
"sql","7680","1313"
"css","7677","1333"
"asp.net","7667","1316"
".net","7643","1348"
"objective-c","7638","1329"
"asp.net","7615","1327"
"sql","7593","1330"
"xhtml","7588","1318"
"html","7578","1320"
"css","7574","1342"
"iphone","7566","1346"
"iphone","7547","1345"
"css","7546","1332"
"sql","7545","1341"
"asp.net","7518","1321"
"mysql","7517","1333"
"sql","7511","1327"
"sql","7467","1318"
"jquery","7467","1311"
"css","7440","1347"
"objective-c","7417","1346"
"css","7416","1349"
"ios","7412","1337"
"asp.net","7410","1317"
"asp.net","7399","1339"
"algorithm","7387","1304"
".net","7373","1347"
"html","7348","1325"
"c","7331","1312"
"ruby-on-rails","7328","1337"
"c","7320","1309"
"asp.net","7317","1318"
"css","7303","1343"
"asp.net","7300","1322"
"asp.net","7292","1306"
"ruby-on-rails","7266","1331"
"sql","7260","1333"
"c","7256","1308"
"php","7248","1306"
"ios","7199","1340"
"asp.net","7181","1344"
"language-agnostic","7158","1303"
"css","7153","1340"
"objective-c","7130","1326"
"sql","7126","1349"
"css","7091","1341"
"objective-c","7091","1314"
"sql","7082","1312"
"asp.net","7081","1326"
"html","7080","1323"
"jquery","7078","1306"
"asp.net","7071","1323"
"java","7061","1303"
"objective-c","7054","1312"
"html","7048","1319"
"asp.net","7032","1307"
"hidden-features","7032","1303"
"tips-and-tricks","6986","1303"
"html","6983","1322"
"performance","6982","1304"
"sql","6971","1325"
"iphone","6966","1347"
"sql","6965","1322"
"asp.net","6962","1324"
"asp.net","6951","1319"
"sql-server","6947","1305"
"sql","6943","1321"
"html","6933","1324"
"objective-c","6923","1348"
"html","6916","1327"
"ruby","6894","1336"
"html","6867","1315"
"asp.net","6862","1328"
"ruby-on-rails","6852","1339"
"asp.net","6829","1340"
"ruby-on-rails","6828","1335"
"objective-c","6809","1331"
"sql","6804","1315"
"sql","6793","1309"
"html","6770","1308"
"ruby-on-rails","6767","1338"
"sql","6759","1331"
"windows","6758","1305"
"ruby","6744","1334"
"ruby","6744","1332"
"html","6740","1309"
"sql","6734","1320"
"unit-testing","6730","1304"
"sql","6719","1310"
"asp.net","6687","1342"
"objective-c","6681","1327"
"jquery","6676","1310"
"mysql","6660","1330"
"mysql","6656","1325"
"mysql","6638","1327"
"asp.net","6638","1346"
"ruby-on-rails","6622","1330"
"asp.net","6604","1330"
"css","6569","1331"
"html","6558","1328"
"ios","6557","1349"
"asp.net","6554","1331"
"mysql","6531","1326"
"asp.net","6501","1345"
"ide","6493","1304"
"mysql","6487","1331"
"objective-c","6468","1330"
"html","6428","1321"
"database","6425","1305"
"sql","6378","1311"
"ruby-on-rails","6373","1340"
"string","6354","1304"
"ios","6341","1336"
"html","6333","1312"
"asp.net","6330","1329"
"objective-c","6298","1320"
"asp.net","6283","1325"
"iphone","6255","1348"
"ruby-on-rails","6253","1329"
"html","6250","1305"
"asp.net","6195","1341"
"objective-c","6193","1313"
"sql-server","6193","1314"
"ios","6189","1338"
"php","6185","1307"
"css","6184","1313"
".net","6172","1349"
"asp.net","6154","1343"
"xcode","6149","1334"
"mysql","6147","1315"
"html","6139","1316"
"mysql","6120","1321"
"sql","6117","1323"
"security","6115","1316"
"regex","6103","1336"
"sql","6097","1324"
"css","6092","1314"
"objective-c","6074","1316"
"algorithm","6064","1308"
"objective-c","6054","1317"
"css","6041","1326"
"ruby","6040","1337"
"objective-c","6018","1318"
"language-agnostic","6016","1307"
"css","6015","1330"
"regex","6015","1334"
"objective-c","6015","1324"
"ios","5994","1334"
"objective-c","5985","1315"
"sql","5955","1307"
"ruby","5949","1335"
"objective-c","5945","1328"
"ruby","5925","1339"
"iphone","5920","1311"
"ruby-on-rails","5916","1328"
"mysql","5903","1319"
"css","5889","1309"
"language-agnostic","5885","1312"
"performance","5883","1305"
"oop","5874","1304"
"ruby","5868","1333"
"mysql","5868","1320"
"mysql","5865","1329"
"asp.net","5861","1347"
"css","5840","1323"
"mysql","5832","1328"
"css","5802","1329"
"regex","5791","1337"
"iphone","5789","1305"
"mysql","5783","1323"
"c","5781","1306"
"mysql","5754","1324"
"ruby","5748","1328"
"ruby-on-rails","5735","1320"
"html","5712","1310"
"css","5707","1327"
"git","5704","1304"
"string","5701","1305"
"string","5698","1344"
"mysql","5661","1318"
"mysql","5659","1304"
"ruby-on-rails","5653","1342"
"linux","5647","1304"
"string","5646","1348"
"ruby","5638","1342"
"python","5624","1303"
"mysql","5607","1322"
"perl","5597","1304"
"html","5582","1311"
"objective-c","5565","1322"
"css","5548","1321"
"asp.net","5541","1348"
"arrays","5539","1346"
"css","5538","1322"
"objective-c","5536","1305"
"arrays","5529","1336"
"regex","5516","1346"
"css","5511","1320"
"sql-server","5511","1312"
"ruby","5508","1346"
"string","5505","1334"
"tools","5498","1304"
"objective-c","5497","1311"
"arrays","5490","1348"
"arrays","5474","1345"
"ruby","5459","1338"
"css","5451","1305"
"web-development","5449","1304"
"objective-c","5441","1325"
"ruby-on-rails","5432","1341"
"css","5426","1324"
"language-agnostic","5419","1310"
"git","5418","1305"
"git","5411","1312"
"regex","5410","1338"
"string","5404","1337"
"database","5403","1303"
"html","5374","1306"
"objective-c","5368","1321"
"html","5365","1317"
"c++","5364","1303"
"ruby","5339","1331"
"arrays","5335","1339"
"perl","5329","1305"
"sql-server","5329","1311"
"ruby-on-rails","5315","1346"
"ruby","5314","1305"
"css","5304","1325"
"ruby","5297","1330"
"arrays","5288","1347"
"css","5280","1315"
"ruby-on-rails","5265","1327"
"string","5248","1336"
"ruby-on-rails","5220","1344"
"arrays","5209","1344"
"arrays","5209","1334"
"css","5207","1308"
"regex","5192","1345"
"sql-server","5191","1315"
"objective-c","5153","1309"
"regex","5152","1335"
"ruby-on-rails","5141","1345"
"regex","5141","1339"
"regex","5135","1305"
"arrays","5128","1342"
"string","5126","1313"
"objective-c","5115","1349"
"ruby","5112","1312"
"regex","5107","1348"
"arrays","5104","1343"
"mysql","5088","1317"
"ruby","5087","1345"
"sql-server","5071","1313"
"jquery","5069","1307"
"c","5061","1307"
"ruby","5060","1315"
"mysql","5059","1316"
"regex","5046","1330"
"ruby","5045","1314"
"string","5034","1338"
"string","5029","1318"
"css","5029","1318"
"jquery","5027","1304"
"css","5021","1328"
"ruby","5017","1320"
"vim","5008","1315"
"regex","4988","1342"
"sql","4976","1306"
"sql-server","4975","1310"
"sql-server","4975","1334"
"ruby","4972","1327"
"sql-server","4970","1316"
"language-agnostic","4966","1309"
"string","4956","1328"
"objective-c","4952","1319"
"ruby","4950","1344"
"language-agnostic","4944","1314"
"objective-c","4938","1323"
"string","4925","1346"
"asp.net-mvc","4922","1334"
"ruby","4902","1343"
"iphone","4899","1310"
"mysql","4892","1314"
"arrays","4880","1337"
"string","4872","1322"
"web-development","4868","1305"
"regex","4850","1347"
"regex","4850","1344"
"polls","4849","1316"
"asp.net-mvc","4848","1332"
"string","4840","1345"
"performance","4839","1312"
"methodology","4824","1312"
"ios","4803","1335"
"regex","4793","1340"
"regex","4792","1341"
"string","4773","1327"
"regex","4771","1332"
"ruby","4749","1318"
"performance","4744","1320"
"asp.net-mvc","4726","1311"
"sql-server","4726","1308"
"string","4721","1342"
"iphone","4713","1349"
"string","4709","1330"
"ruby","4700","1341"
"books","4700","1307"
"arrays","4695","1335"
"ruby-on-rails","4695","1343"
"ruby-on-rails","4685","1324"
"design-patterns","4681","1304"
"css","4674","1319"
"perl","4660","1328"
"string","4657","1332"
"arrays","4649","1341"
"regex","4646","1328"
"string","4645","1347"
"cocoa-touch","4639","1312"
"arrays","4632","1340"
"string","4622","1340"
"linux","4617","1305"
"regex","4606","1343"
"asp.net","4606","1349"
"regex","4604","1326"
"arrays","4602","1338"
"ruby","4595","1317"
"editor","4583","1304"
"ruby","4574","1347"
"sql-server","4567","1317"
"ruby-on-rails","4566","1347"
"xcode4","4565","1334"
"css","4564","1310"
"git","4557","1317"
"string","4555","1314"
"arrays","4550","1332"
"perl","4545","1329"
"ios","4531","1332"
"regex","4531","1327"
"database","4531","1310"
"ruby-on-rails","4522","1314"
"ruby-on-rails","4521","1304"
"string","4515","1326"
"performance","4496","1308"
"performance","4489","1309"
"string","4483","1339"
"algorithm","4479","1332"
"coding-style","4477","1304"
"string","4468","1335"
"ruby","4462","1348"
"perl","4452","1336"
"regex","4433","1314"
"windows","4433","1312"
"ruby","4428","1321"
"ruby","4425","1322"
"sql-server","4425","1309"
"asp.net-mvc-3","4423","1334"
"string","4415","1312"
"sql-server","4409","1320"
"string","4405","1319"
"git","4405","1322"
"string","4404","1324"
"arrays","4402","1329"
"string","4398","1329"
"asp.net-mvc","4395","1313"
"ruby-on-rails","4386","1326"
"language-agnostic","4378","1306"
"linux","4377","1345"
"design","4376","1304"
"string","4375","1315"
"ios","4373","1333"
"sql-server","4366","1321"
"string","4361","1321"
"arrays","4361","1349"
"ruby","4356","1324"
"string","4355","1323"
"sql-server","4350","1326"
"regex","4349","1329"
"security","4349","1304"
"ruby","4329","1326"
"asp.net-mvc","4325","1312"
"sql-server","4323","1328"
"ruby","4314","1319"
"xcode","4313","1341"
"polls","4313","1305"
"ruby-on-rails","4312","1322"
"git","4310","1315"
"css","4305","1312"
"ruby","4304","1313"
"iphone","4299","1309"
"performance","4284","1310"
"git","4283","1314"
"perl","4283","1318"
"arrays","4282","1328"
"asp.net-mvc","4279","1333"
"algorithm","4273","1305"
"ruby-on-rails","4273","1321"
"ruby","4263","1311"
"sql-server","4261","1339"
"mysql","4256","1313"
"osx","4247","1304"
"ruby-on-rails","4244","1348"
"string","4241","1343"
"regex","4240","1349"
"perl","4236","1327"
"asp.net-mvc","4236","1315"
"git","4223","1321"
"ruby","4223","1329"
"asp.net-mvc","4222","1320"
"database","4220","1312"
"php","4218","1303"
"books","4206","1303"
"arrays","4205","1333"
"algorithm","4205","1346"
"algorithm","4201","1320"
"asp.net-mvc","4197","1314"
"arrays","4195","1322"
"iphone","4187","1308"
"mysql","4184","1310"
"sql-server","4179","1336"
"sql-server","4179","1327"
"regex","4176","1331"
"ruby","4176","1340"
"string","4175","1306"
"sql-server","4173","1307"
"windows","4171","1308"
"ruby-on-rails","4167","1325"
"sql-server","4166","1329"
"arrays","4165","1330"
"algorithm","4154","1339"
"string","4152","1341"
"perl","4149","1317"
"git","4148","1334"
"git","4140","1316"
"sql-server","4136","1319"
"ruby-on-rails","4115","1315"
"ruby","4114","1310"
"regex","4109","1322"
"sql-server","4109","1318"
"string","4108","1320"
"ruby-on-rails","4103","1318"
"language-agnostic","4103","1313"
"wpf","4099","1334"
"database","4085","1314"
"string","4084","1309"
"ruby-on-rails","4077","1317"
"xml","4077","1304"
"sql-server","4073","1330"
"perl","4065","1322"
"ruby","4059","1325"
"asp.net-mvc","4058","1321"
"wpf","4054","1313"
"perl","4045","1319"
"ruby-on-rails","4042","1312"
"ruby-on-rails-3","4038","1334"
"multithreading","4037","1304"
"string","4037","1331"
"algorithm","4036","1312"
"perl","4035","1337"
"sql-server","4027","1337"
"programming-languages","4013","1304"
"string","4004","1310"
"algorithm","4004","1334"
"regex","3993","1325"
"string","3985","1317"
"mysql","3983","1308"
"algorithm","3979","1327"
"ruby-on-rails","3978","1313"
"objective-c","3978","1310"
"version-control","3973","1305"
"regex","3973","1333"
"android","3971","1318"
"scala","3963","1340"
"cocoa","3958","1305"
"string","3958","1333"
"sql-server","3955","1332"
"sql-server","3955","1335"
"algorithm","3946","1329"
"asp.net-mvc","3945","1318"
"string","3944","1349"
"sql-server","3942","1348"
"ruby-on-rails-3","3941","1336"
"mysql","3940","1312"
"performance","3935","1314"
"performance","3934","1332"
"ruby","3929","1316"
"linux","3925","1342"
"regex","3925","1304"
"sql-server","3923","1338"
"hidden-features","3920","1305"
"arrays","3919","1305"
"svn","3919","1305"
"performance","3918","1306"
"linux","3915","1306"
"android","3908","1319"
"algorithm","3903","1333"
"sql-server","3898","1346"
"performance","3897","1313"
"sql-server","3893","1322"
"linux","3893","1343"
"performance","3881","1315"
"performance","3881","1321"
"arrays","3875","1323"
"algorithm","3868","1317"
"linux","3868","1346"
"scala","3867","1339"
"mysql","3865","1311"
"xcode","3864","1338"
"vb.net","3864","1304"
"ruby-on-rails-3","3861","1337"
"ruby-on-rails","3858","1323"
"productivity","3852","1315"
"mysql","3835","1305"
"database","3831","1311"
"performance","3829","1336"
"performance","3826","1326"
"arrays","3824","1327"
"performance","3822","1322"
"string","3819","1311"
"asp.net-mvc","3816","1309"
"performance","3815","1345"
"css","3813","1311"
"perl","3812","1313"
"ruby-on-rails","3811","1305"
"sql-server","3800","1306"
"homework","3795","1346"
"language-agnostic","3788","1329"
"sql-server","3774","1324"
"linux","3758","1344"
"performance","3755","1334"
"linq","3746","1305"
"windows","3742","1313"
"algorithm","3741","1326"
"exception","3737","1304"
"asp.net-mvc","3737","1316"
"html","3736","1307"
"perl","3731","1320"
"sql-server","3729","1340"
"git","3728","1338"
"perl","3719","1334"
"string","3713","1307"
"iphone","3709","1306"
"windows","3709","1309"
"asp.net-mvc","3708","1324"
"sql-server","3707","1303"
"interview-questions","3706","1332"
"wpf","3704","1314"
"asp.net-mvc","3704","1330"
"string","3701","1325"
"svn","3696","1303"
"multithreading","3696","1337"
"haskell","3696","1347"
"sql-server","3694","1345"
"haskell","3692","1343"
"css","3690","1317"
"arrays","3689","1331"
"algorithm","3686","1323"
"git","3686","1332"
"sql-server","3682","1344"
"vim","3672","1304"
"algorithm","3669","1322"
"algorithm","3664","1315"
"sql-server","3661","1333"
"ruby","3660","1323"
"r","3657","1339"
"algorithm","3656","1321"
"wpf","3655","1310"
"wpf","3654","1312"
"perl","3652","1338"
"scala","3651","1341"
"delphi","3650","1334"
"performance","3650","1319"
"haskell","3645","1336"
"xcode","3644","1346"
"perl","3643","1316"
"linux","3641","1318"
"regex","3639","1312"
"perl","3638","1321"
"git","3633","1313"
"windows","3631","1311"
"database","3621","1313"
"sql-server","3618","1347"
"r","3612","1342"
"oop","3610","1305"
"asp.net-mvc","3609","1322"
"ruby-on-rails-3","3606","1339"
"algorithm","3606","1319"
"performance","3604","1311"
"linux","3600","1310"
"web-development","3598","1314"
"homework","3594","1347"
"sql-server","3592","1325"
"regex","3592","1323"
"linux","3587","1317"
"string","3585","1316"
"linux","3579","1332"
"sql-server","3576","1343"
"oop","3573","1323"
"cocoa-touch","3568","1305"
"ruby","3562","1309"
"django","3559","1320"
"arrays","3556","1314"
"regex","3554","1313"
"sql-server","3554","1331"
"windows","3552","1314"
"programming-languages","3548","1313"
"linux","3547","1347"
